clean_file,spec_version,n_ops_original,n_ops_converted,status
S2__gov.bc.ca__router__2.0.0__openapi.yaml,3.x,24,24,ok
S2__graphhopper.com__1.0.0__openapi.yaml,3.x,16,16,ok
S2__greenpeace.org__1.0.0__swagger.yaml,2.0,6,6,ok
S2__greip.io__1.0.0__openapi.yaml,3.x,9,9,ok
S2__groundhog-day.com__1.2.1__openapi.yaml,3.x,5,5,ok
S2__gsmtasks.com__2.4.13__openapi.yaml,3.x,261,261,ok
S2__handwrytten.com__1.0.0__swagger.yaml,2.0,30,30,ok
S2__hetzner.cloud__1.0.0__openapi.yaml,3.x,144,144,ok
S2__hhs.gov__2__openapi.yaml,3.x,31,31,ok
S2__hsbc.com__atm__2.2.1__swagger.yaml,2.0,5,5,ok
S2__hsbc.com__branches__2.2.1__swagger.yaml,2.0,6,6,ok
S2__hsbc.com__product__2.2.1__swagger.yaml,2.0,8,8,ok
S2__httpbin.org__0.9.2__openapi.yaml,3.x,73,73,ok
S2__hubapi.com__auth__v1__openapi.yaml,3.x,4,4,ok
S2__hubapi.com__automation__v4__openapi.yaml,3.x,16,16,ok
S2__hubapi.com__communication-preferences__v3__openapi.yaml,3.x,4,4,ok
S2__hubapi.com__crm__v3__openapi.yaml,3.x,6,6,ok
S2__hubapi.com__files__v3__openapi.yaml,3.x,19,19,ok
S2__hubapi.com__marketing__v3__openapi.yaml,3.x,16,16,ok
S2__hubapi.com__webhooks__v3__openapi.yaml,3.x,9,9,ok
S2__hubhopper.com__v5__swagger.yaml,2.0,7,7,ok
S2__i-cue.solutions__v1__openapi.yaml,3.x,64,64,ok
S2__ibanapi.com__1.0.0__openapi.yaml,3.x,3,3,ok
S2__id4i.de__1.0.2__openapi.yaml,3.x,107,107,ok
S2__ideaconsult.net__enanomapper__4.0.0__openapi.yaml,3.x,13,13,ok
S2__ideal-postcodes.co.uk__3.7.0__openapi.yaml,3.x,26,26,ok
S2__impala.travel__hotels__1.003__openapi.yaml,3.x,10,10,ok
S2__increase.com__0.0.1__openapi.yaml,3.x,131,131,ok
S2__infermedica.com__v2__swagger.yaml,2.0,20,20,ok
S2__influxdata.com__2.0.0__openapi.yaml,3.x,195,195,ok
S2__inpe.br__dados-abertos__1.0__swagger.yaml,2.0,6,6,ok
S2__instagram.com__1.0.0__swagger.yaml,2.0,27,27,ok
S2__intel.com__product-catalogue__0.1.0__swagger.yaml,2.0,4,4,ok
S2__intellifi.nl__2.23.4+0.gb463b49.dirty__openapi.yaml,3.x,77,77,ok
S2__interactivebrokers.com__1.0.0__openapi.yaml,3.x,16,16,ok
S2__ipqualityscore.com__1.0.0__openapi.yaml,3.x,3,3,ok
S2__iqualify.com__v1__openapi.yaml,3.x,84,84,ok
S2__isbndb.com__1.0.1__swagger.yaml,2.0,10,10,ok
S2__ix-api.net__2.1.0__openapi.yaml,3.x,77,77,ok
S2__izettle.com__products__1.0.0__openapi.yaml,3.x,32,32,ok
S2__jellyfin.local__v1__openapi.yaml,3.x,387,387,ok
S2__jokes.one__1.1__swagger.yaml,2.0,12,12,ok
S2__journy.io__1.0.0__openapi.yaml,3.x,16,16,ok
S2__just-eat.co.uk__1.0.0__openapi.yaml,3.x,98,98,ok
S2__keycloak.local__1__openapi.yaml,3.x,281,281,ok
S2__klarna.com__payments__1.0.0__openapi.yaml,3.x,6,6,ok
S2__kumpeapps.com__5.0.0__openapi.yaml,3.x,33,33,ok
S2__lambdatest.com__1.0.1__openapi.yaml,3.x,9,9,ok
S2__languagetool.org__1.1.2__swagger.yaml,2.0,5,5,ok
S2__launchdarkly.com__5.3.0__swagger.yaml,2.0,105,105,ok
S2__letmc.com__customer__v2-customer__openapi.yaml,3.x,24,24,ok
S2__letmc.com__diary__v3-diary__openapi.yaml,3.x,13,13,ok
S2__lgtm.com__v1.0__openapi.yaml,3.x,29,29,ok
S2__libretranslate.local__1.3.10__openapi.yaml,3.x,6,6,ok
S2__link.fish__2018-07-05__swagger.yaml,2.0,8,8,ok
S2__linode.com__4.151.1__openapi.yaml,3.x,350,350,ok
S2__linqr.app__2.0__openapi.yaml,3.x,14,14,ok
S2__linuxfoundation.org__reimbursement__1.0__swagger.yaml,2.0,6,6,ok
S2__listennotes.com__2.0__openapi.yaml,3.x,24,24,ok
S2__ljaero.com__dflight__V 1.0.0__openapi.yaml,3.x,24,24,ok
S2__logoraisr.com__v1__openapi.yaml,3.x,10,10,ok
S2__loket.nl__V2__openapi.yaml,3.x,663,663,ok
S2__lufthansa.com__partner__1.0__openapi.yaml,3.x,16,16,ok
S2__lufthansa.com__public__1.0__openapi.yaml,3.x,15,15,ok
S2__lumminary.com__1.0__swagger.yaml,2.0,17,17,ok
S2__magento.com__2.2.10__openapi.yaml,3.x,455,455,ok
S2__maif.local__otoroshi__1.5.0-dev__openapi.yaml,3.x,101,101,ok
S2__mailchimp.com__3.0.55__openapi.yaml,3.x,271,271,ok
S2__mailscript.com__0.4.0__openapi.yaml,3.x,38,38,ok
S2__mashape.com__geodb__1.0.0__swagger.yaml,2.0,26,26,ok
S2__mastercard.com__CurrencyConversionCalculator__1.0.0__swagger.yaml,2.0,3,3,ok
S2__mastercard.com__Locations__1.0.0__swagger.yaml,2.0,7,7,ok
S2__mastercard.com__MATCH__1.0.0__swagger.yaml,2.0,6,6,ok
S2__mastercard.com__MDES__2.0.7__swagger.yaml,2.0,15,15,ok
S2__mastercard.com__PersonalizedLoyaltyOffers__1.3__swagger.yaml,2.0,8,8,ok
S2__mastercard.com__SpendingPulse__1.0__swagger.yaml,2.0,4,4,ok
S2__mastercard.com__masterpassqr__V1__swagger.yaml,2.0,15,15,ok
S2__mastercard.com__open-banking-connect-pis__1.16.0__swagger.yaml,2.0,12,12,ok
S2__mastodon.local__1.0__openapi.yaml,3.x,127,127,ok
S2__math.tools__1.5__openapi.yaml,3.x,26,26,ok
S2__mbus.local__0.3.5__openapi.yaml,3.x,7,7,ok
S2__mcw.edu__1.1__openapi.yaml,3.x,100,100,ok
S2__medium.com__1.0__openapi.yaml,3.x,32,32,ok
S2__meilisearch.com__1.0.0__openapi.yaml,3.x,64,64,ok
S2__meraki.com__1.32.0__openapi.yaml,3.x,616,616,ok
S2__mercure.local__0.3.2__openapi.yaml,3.x,5,5,ok
S2__mermade.org.uk__openapi-converter__1.0.0__openapi.yaml,3.x,5,5,ok
S2__meshery.local__0.4.27__openapi.yaml,3.x,75,75,ok
S2__metadapi.com__1.0__openapi.yaml,3.x,7,7,ok
S2__meteosource.com__v1__openapi.yaml,3.x,7,7,ok
S2__microcks.local__1.7.0__openapi.yaml,3.x,44,44,ok
S2__microsoft.com__graph__1.0.1__openapi.yaml,3.x,11422,11422,ok
S2__mineskin.org__1.0.0__openapi.yaml,3.x,9,9,ok
S2__mist.com__0.37.7__openapi.yaml,3.x,779,779,ok
S2__mon-voyage-pas-cher.com__0.0.1__swagger.yaml,2.0,11,11,ok
S2__monarchinitiative.org__1.1.14__openapi.yaml,3.x,168,168,ok
S2__motaword.com__1.0__openapi.yaml,3.x,222,222,ok
S2__mozilla.com__kinto__1.22__openapi.yaml,3.x,19,19,ok
S2__mtaa-api.herokuapp.com__1.0__openapi.yaml,3.x,5,5,ok
S2__musixmatch.com__1.1.0__swagger.yaml,2.0,16,16,ok
S2__mux.com__v1__openapi.yaml,3.x,91,91,ok
S2__n-auth.com__2.2__swagger.yaml,2.0,55,55,ok
S2__nasa.gov__asteroids neows__3.4.0__openapi.yaml,3.x,3,3,ok
S2__nativeads.com__1.0.0__swagger.yaml,2.0,4,4,ok
S2__naviplancentral.com__plan__v1__swagger.yaml,2.0,64,64,ok
S2__nba.com__version__swagger.yaml,2.0,91,91,ok
S2__nbg.gr__v3.1.5__openapi.yaml,3.x,21,21,ok
S2__ndhm.gov.in__ndhm-cm__0.5__openapi.yaml,3.x,22,22,ok
S2__ndhm.gov.in__ndhm-gateway__0.5__openapi.yaml,3.x,48,48,ok
S2__ndhm.gov.in__ndhm-healthid__1.0__openapi.yaml,3.x,73,73,ok
S2__ndhm.gov.in__ndhm-hip__0.5__openapi.yaml,3.x,30,30,ok
S2__ndhm.gov.in__ndhm-hiu__0.5__openapi.yaml,3.x,32,32,ok
S2__netbox.dev__3.4__openapi.yaml,3.x,843,843,ok
S2__netboxdemo.com__2.8__openapi.yaml,3.x,386,386,ok
S2__netlify.com__2.16.0__swagger.yaml,2.0,120,120,ok
S2__neutrinoapi.net__3.6.4__openapi.yaml,3.x,28,28,ok
S2__nexmo.com__account__1.0.4__openapi.yaml,3.x,8,8,ok
S2__nexmo.com__application.v2__2.1.4__openapi.yaml,3.x,5,5,ok
S2__nexmo.com__application__1.0.2__openapi.yaml,3.x,5,5,ok
S2__nexmo.com__conversation__2.0.1__openapi.yaml,3.x,23,23,ok
S2__nexmo.com__external-accounts__0.1.5__openapi.yaml,3.x,9,9,ok
S2__nexmo.com__media__1.0.2__openapi.yaml,3.x,4,4,ok
S2__nexmo.com__number-insight__1.2.1__openapi.yaml,3.x,4,4,ok
S2__nexmo.com__numbers__1.0.20__openapi.yaml,3.x,5,5,ok
S2__nexmo.com__pricing__0.0.3__openapi.yaml,3.x,3,3,ok
S2__nexmo.com__reports__2.2.2__openapi.yaml,3.x,6,6,ok
S2__nexmo.com__subaccounts__1.0.8__openapi.yaml,3.x,9,9,ok
S2__nexmo.com__verify__1.2.4__openapi.yaml,3.x,6,6,ok
S2__nexmo.com__voice__1.3.10__openapi.yaml,3.x,9,9,ok
S2__nfusionsolutions.biz__1__openapi.yaml,3.x,17,17,ok
S2__nlpcloud.io__1.0.0__openapi.yaml,3.x,5,5,ok
S2__noosh.com__1.0__openapi.yaml,3.x,102,102,ok
S2__nordigen.com__2.0 (v2)__openapi.yaml,3.x,29,29,ok
S2__notion.com__1.0.0__openapi.yaml,3.x,13,13,ok
S2__nowpayments.io__1.0.0__openapi.yaml,3.x,16,16,ok
S2__nrel.gov__transportation-incentives-laws__0.1.0__openapi.yaml,3.x,4,4,ok
S2__nrm.se__georg__2.1__swagger.yaml,2.0,5,5,ok
S2__nytimes.com__books_api__3.0.0__openapi.yaml,3.x,6,6,ok
S2__nytimes.com__community__3.0.0__openapi.yaml,3.x,4,4,ok
S2__nytimes.com__most_popular_api__2.0.0__openapi.yaml,3.x,3,3,ok
S2__nytimes.com__movie_reviews__2.0.0__openapi.yaml,3.x,3,3,ok
S2__nytimes.com__timeswire__3.0.0__openapi.yaml,3.x,3,3,ok
S2__o2.cz__sociodemo__1.2.0__swagger.yaml,2.0,3,3,ok
S2__obono.at__1.4.0.0__openapi.yaml,3.x,18,18,ok
S2__okta.local__1.0.0__openapi.yaml,3.x,19,19,ok
S2__onsched.com__consumer__v1__openapi.yaml,3.x,38,38,ok
S2__onsched.com__setup__v1__openapi.yaml,3.x,138,138,ok
S2__openai.com__1.2.0__openapi.yaml,3.x,28,28,ok
S2__openalpr.com__3.0.1__swagger.yaml,2.0,4,4,ok
S2__openapi-generator.tech__6.5.0__openapi.yaml,3.x,7,7,ok
S2__openaq.local__2.0.0__openapi.yaml,3.x,35,35,ok
S2__openbanking.org.uk__account-info-openapi__3.1.7__openapi.yaml,3.x,29,29,ok
S2__openbanking.org.uk__confirmation-funds-openapi__3.1.7__openapi.yaml,3.x,4,4,ok
S2__openbanking.org.uk__payment-initiation-openapi__3.1.7__openapi.yaml,3.x,41,41,ok
S2__openbanking.org.uk__v1.3__openapi.yaml,3.x,6,6,ok
S2__openbankingproject.ch__1.3.8_2020-12-14 - Swiss edition 1.3.8.1-CH__openapi.yaml,3.x,34,34,ok
S2__openchannel.io__market__2.0.24__openapi.yaml,3.x,72,72,ok
S2__opendatanetwork.com__1.0.0__openapi.yaml,3.x,9,9,ok
S2__openpolicy.local__0.28.0__openapi.yaml,3.x,15,15,ok
S2__openstates.org__2021.11.12__openapi.yaml,3.x,11,11,ok
S2__opensuse.org__obs__2.10.50__openapi.yaml,3.x,81,81,ok
S2__opentargets.io__19.02.1__openapi.yaml,3.x,31,31,ok
S2__opentrials.local__0.0.1__swagger.yaml,2.0,17,17,ok
S2__openuv.io__v1__openapi.yaml,3.x,3,3,ok
S2__optimade.local__1.1.0~develop__openapi.yaml,3.x,8,8,ok
S2__opto22.com__groov__R4.2a__swagger.yaml,2.0,10,10,ok
S2__opto22.com__pac__R1.0a__swagger.yaml,2.0,55,55,ok
S2__orbit.love__v1__openapi.yaml,3.x,33,33,ok
S2__ornl.gov__daymet__1.0.2__swagger.yaml,2.0,4,4,ok
S2__orthanc-server.com__1.12.0__openapi.yaml,3.x,291,291,ok
S2__ote-godaddy.com__abuse__1.0.0__openapi.yaml,3.x,3,3,ok
S2__oxforddictionaries.com__1.11.0__openapi.yaml,3.x,26,26,ok
S2__pandascore.co__2.23.1__openapi.yaml,3.x,56,56,ok
S2__parliament.uk__bills__v1__openapi.yaml,3.x,19,19,ok
S2__parliament.uk__commonsvotes__v1__swagger.yaml,2.0,5,5,ok
S2__parliament.uk__erskine-may__v1__openapi.yaml,3.x,11,11,ok
S2__parliament.uk__lordsvotes__v1__openapi.yaml,3.x,5,5,ok
S2__parliament.uk__members__v1__openapi.yaml,3.x,43,43,ok
S2__parliament.uk__oralquestions__v1__openapi.yaml,3.x,4,4,ok
S2__parliament.uk__search__Live__openapi.yaml,3.x,3,3,ok
S2__parliament.uk__statutoryinstruments__v1__openapi.yaml,3.x,10,10,ok
S2__parliament.uk__treaties__v1__openapi.yaml,3.x,6,6,ok
S2__parliament.uk__writtenquestions__v1__openapi.yaml,3.x,7,7,ok
S2__patrowl.local__1.0.0__openapi.yaml,3.x,12,12,ok
S2__pay1.de__link__v1__openapi.yaml,3.x,4,4,ok
S2__paylocity.com__2__openapi.yaml,3.x,30,30,ok
S2__payments.service.gov.uk__payments__1.0.3__swagger.yaml,2.0,10,10,ok
S2__pdfblocks.com__1.5.0__openapi.yaml,3.x,12,12,ok
S2__pdfbroker.io__v1__openapi.yaml,3.x,7,7,ok
S2__pdfgeneratorapi.com__3.1.1__openapi.yaml,3.x,11,11,ok
S2__pendo.io__1.0.0__swagger.yaml,2.0,31,31,ok
S2__peoplefinderspro.com__1.0.0__openapi.yaml,3.x,5,5,ok
S2__peoplegeneratorapi.live__v0__openapi.yaml,3.x,46,46,ok
S2__phantauth.net__1.0.0__openapi.yaml,3.x,10,10,ok
S2__pinecone.io__20230406.1__openapi.yaml,3.x,15,15,ok
S2__plaid.com__2020-09-14_1.345.1__openapi.yaml,3.x,200,200,ok
S2__pocketsmith.com__2.0__openapi.yaml,3.x,56,56,ok
S2__portfoliooptimizer.io__1.0.9__openapi.yaml,3.x,94,94,ok
S2__postmarkapp.com__account__0.9.0__swagger.yaml,2.0,23,23,ok
S2__postmarkapp.com__server__1.0.0__swagger.yaml,2.0,43,43,ok
S2__powerdns.local__0.0.13__swagger.yaml,2.0,32,32,ok
S2__presalytics.io__ooxml__0.1.0__openapi.yaml,3.x,148,148,ok
S2__presalytics.io__story__0.3.1__openapi.yaml,3.x,42,42,ok
S2__pressassociation.io__2.0__openapi.yaml,3.x,18,18,ok
S2__probely.com__1.2.0__openapi.yaml,3.x,147,147,ok
S2__prss.org__2.0.0__openapi.yaml,3.x,36,36,ok
S2__qualpay.com__1.7.0__swagger.yaml,2.0,14,14,ok
S2__qualtrics.com__0.2__openapi.yaml,3.x,8,8,ok
S2__quarantine.country__1.0__swagger.yaml,2.0,6,6,ok
S2__quickchart.io__1.0.0__openapi.yaml,3.x,4,4,ok
S2__quotes.rest__5.1__openapi.yaml,3.x,45,45,ok
S2__randomlovecraft.com__1.0__openapi.yaml,3.x,4,4,ok
S2__randommer.io__v1__openapi.yaml,3.x,25,25,ok
S2__rapidapi.com__1.0.0__openapi.yaml,3.x,5,5,ok
S2__rapidapi.com__football-prediction__2__openapi.yaml,3.x,5,5,ok
S2__rapidapi.com__idealspot-geodata__1.0__openapi.yaml,3.x,7,7,ok
S2__rawg.io__v1.0__openapi.yaml,3.x,30,30,ok
S2__rbaskets.in__1.0.0__swagger.yaml,2.0,20,20,ok
S2__readme.io__2.0.0__openapi.yaml,3.x,29,29,ok
S2__rebilly.com__2.1__openapi.yaml,3.x,184,184,ok
S2__redhat.com__catalog_inventory__1.0.0__openapi.yaml,3.x,38,38,ok
S2__redhat.local__patchman-engine__v1.15.3__openapi.yaml,3.x,21,21,ok
S2__refugerestrooms.org__0.0.1__swagger.yaml,2.0,4,4,ok
S2__remove.bg__1.0.0__openapi.yaml,3.x,3,3,ok
S2__rentcast.io__1.0__openapi.yaml,3.x,10,10,ok
S2__restful4up.local__1.0.0__openapi.yaml,3.x,4,4,ok
S2__rev.ai__v1__openapi.yaml,3.x,7,7,ok
S2__reversepp.com__1.0__swagger.yaml,2.0,8,8,ok
S2__ritekit.com__1.0.0__openapi.yaml,3.x,13,13,ok
S2__royalmail.com__click-and-drop__1.0.0__swagger.yaml,2.0,8,8,ok
S2__rubrikinc.github.io__v1__openapi.yaml,3.x,454,454,ok
S2__rudder.example.local__17__openapi.yaml,3.x,149,149,ok
S2__rumble.run__2.15.0__openapi.yaml,3.x,116,116,ok
S2__runscope.com__1.0.0__swagger.yaml,2.0,29,29,ok
S2__salesforce.local__einstein__2.0.1__openapi.yaml,3.x,45,45,ok
S2__schooldigger.com__v2.0__swagger.yaml,2.0,7,7,ok
S2__seldon.local__wrapper__0.1__openapi.yaml,3.x,12,12,ok
S2__setlist.fm__1.0__swagger.yaml,2.0,15,15,ok
S2__sheerseo.com__0.0.1__swagger.yaml,2.0,4,4,ok
S2__shipengine.com__1.1.202304191404__openapi.yaml,3.x,90,90,ok
S2__shop-pro.jp__1.0.0__openapi.yaml,3.x,18,18,ok
S2__shorten.rest__1.0.0__openapi.yaml,3.x,7,7,ok
S2__shotstack.io__v1__openapi.yaml,3.x,5,5,ok
S2__shutterstock.com__1.1.32__openapi.yaml,3.x,118,118,ok
S2__signl4.com__v1__openapi.yaml,3.x,101,101,ok
S2__simplivpn.net__1.0__openapi.yaml,3.x,7,7,ok
S2__simplyrets.com__1.0.0__swagger.yaml,2.0,4,4,ok
S2__skynewz-api-fortnite.herokuapp.com__3.1.5__swagger.yaml,2.0,9,9,ok
S2__slack.com__1.7.0__openapi.yaml,3.x,174,174,ok
S2__slicebox.local__2.0__swagger.yaml,2.0,118,118,ok
S2__slmonitor.com__2.1__openapi.yaml,3.x,16,16,ok
S2__sms77.io__1.0.0__openapi.yaml,3.x,15,15,ok
S2__snyk.io__1.0.0__openapi.yaml,3.x,103,103,ok
S2__soundcloud.com__1.0.0__openapi.yaml,3.x,59,59,ok
S2__spacetraders.io__2.0.0__openapi.yaml,3.x,40,40,ok
S2__spinbot.net__1.0__swagger.yaml,2.0,5,5,ok
S2__spinitron.com__1.0.0__openapi.yaml,3.x,9,9,ok
S2__spoonacular.com__1.1__openapi.yaml,3.x,99,99,ok
S2__sportsdata.io__cbb-v3-scores__1.0__openapi.yaml,3.x,20,20,ok
S2__sportsdata.io__cbb-v3-stats__1.0__openapi.yaml,3.x,26,26,ok
S2__sportsdata.io__cfb-v3-scores__1.0__openapi.yaml,3.x,22,22,ok
S2__sportsdata.io__csgo-v3-scores__1.0__openapi.yaml,3.x,16,16,ok
S2__sportsdata.io__csgo-v3-stats__1.0__openapi.yaml,3.x,18,18,ok
S2__sportsdata.io__golf-v2__1.0__openapi.yaml,3.x,15,15,ok
S2__sportsdata.io__lol-v3-projections__1.0__openapi.yaml,3.x,3,3,ok
S2__sportsdata.io__lol-v3-scores__1.0__openapi.yaml,3.x,16,16,ok
S2__sportsdata.io__lol-v3-stats__1.0__openapi.yaml,3.x,21,21,ok
S2__sportsdata.io__mlb-v3-projections__1.0__openapi.yaml,3.x,7,7,ok
S2__sportsdata.io__mlb-v3-rotoballer-articles__1.0__openapi.yaml,3.x,3,3,ok
S2__sportsdata.io__mlb-v3-rotoballer-premium-news__1.0__openapi.yaml,3.x,3,3,ok
S2__sportsdata.io__mlb-v3-scores__1.0__openapi.yaml,3.x,21,21,ok
S2__sportsdata.io__mlb-v3-stats__1.0__openapi.yaml,3.x,34,34,ok
S2__sportsdata.io__nascar-v2__1.0__openapi.yaml,3.x,6,6,ok
S2__sportsdata.io__nba-v3-projections__1.0__openapi.yaml,3.x,9,9,ok
S2__sportsdata.io__nba-v3-rotoballer-articles__1.0__openapi.yaml,3.x,3,3,ok
S2__sportsdata.io__nba-v3-rotoballer-premium-news__1.0__openapi.yaml,3.x,3,3,ok
S2__sportsdata.io__nba-v3-scores__1.0__openapi.yaml,3.x,23,23,ok
S2__sportsdata.io__nba-v3-stats__1.0__openapi.yaml,3.x,30,30,ok
S2__sportsdata.io__nfl-v3-play-by-play__1.0__openapi.yaml,3.x,3,3,ok
S2__sportsdata.io__nfl-v3-projections__1.0__openapi.yaml,3.x,16,16,ok
S2__sportsdata.io__nfl-v3-rotoballer-articles__1.0__openapi.yaml,3.x,3,3,ok
S2__sportsdata.io__nfl-v3-rotoballer-premium-news__1.0__openapi.yaml,3.x,4,4,ok
S2__sportsdata.io__nfl-v3-scores__1.0__openapi.yaml,3.x,40,40,ok
S2__sportsdata.io__nfl-v3-stats__1.0__openapi.yaml,3.x,76,76,ok
S2__sportsdata.io__nhl-v3-projections__1.0__openapi.yaml,3.x,5,5,ok
S2__sportsdata.io__nhl-v3-scores__1.0__openapi.yaml,3.x,21,21,ok
S2__sportsdata.io__nhl-v3-stats__1.0__openapi.yaml,3.x,30,30,ok
S2__sportsdata.io__soccer-v3-projections__1.0__openapi.yaml,3.x,6,6,ok
S2__sportsdata.io__soccer-v3-scores__1.0__openapi.yaml,3.x,24,24,ok
S2__sportsdata.io__soccer-v3-stats__1.0__openapi.yaml,3.x,35,35,ok
S2__spotify.com__1.0.0__openapi.yaml,3.x,88,88,ok
S2__spotify.com__sonallux__2023.2.27__openapi.yaml,3.x,89,89,ok
S2__squareup.com__2.0__openapi.yaml,3.x,200,200,ok
S2__statsocial.com__1.0.0__openapi.yaml,3.x,17,17,ok
S2__stoplight.io__api-v1__openapi.yaml,3.x,5,5,ok
S2__storecove.com__2.0.1__openapi.yaml,3.x,29,29,ok
S2__stream-io-api.com__v80.2.0__openapi.yaml,3.x,116,116,ok
S2__stripe.com__2022-11-15__openapi.yaml,3.x,452,452,ok
S2__superset.apache.local__superset__v1__openapi.yaml,3.x,120,120,ok
S2__surevoip.co.uk__9dcb0dc8__openapi.yaml,3.x,28,28,ok
S2__surrey.ca__open511__0.1__swagger.yaml,2.0,4,4,ok
S2__svix.com__1.4__openapi.yaml,3.x,53,53,ok
S2__swaggerhub.com__1.0.66__swagger.yaml,2.0,87,87,ok
S2__symanto.net__1.0__openapi.yaml,3.x,7,7,ok
S2__taggun.io__1.15.0__swagger.yaml,2.0,18,18,ok
S2__taxrates.io__1.0.0__openapi.yaml,3.x,3,3,ok
S2__tcgdex.net__2.0.0__openapi.yaml,3.x,33,33,ok
S2__telegram.org__5.0.0__openapi.yaml,3.x,74,74,ok
S2__telematicssdk.com__1.0.0__openapi.yaml,3.x,9,9,ok
S2__telnyx.com__2.0.0__openapi.yaml,3.x,361,361,ok
S2__telstra.com__3.x__openapi.yaml,3.x,18,18,ok
S2__testfire.net__altoroj__1.0.2__swagger.yaml,2.0,12,12,ok
S2__text2data.org__v3.4__swagger.yaml,2.0,6,6,ok
S2__tfl.gov.uk__v1__openapi.yaml,3.x,84,84,ok
S2__thebluealliance.com__3.8.2__openapi.yaml,3.x,64,64,ok
S2__theracingapi.com__1.0.0__openapi.yaml,3.x,51,51,ok
S2__thesmsworks.co.uk__1.8.0__swagger.yaml,2.0,18,18,ok
S2__thetvdb.com__3.0.0__swagger.yaml,2.0,31,31,ok
S2__threatjammer.com__1.2.27__openapi.yaml,3.x,97,97,ok
S2__ticketmaster.com__discovery__v2__openapi.yaml,3.x,13,13,ok
S2__ticketmaster.com__publish__v2__openapi.yaml,3.x,10,10,ok
S2__tisane.ai__1.0.0__openapi.yaml,3.x,6,6,ok
S2__tl-api.azurewebsites.net__2020-08-10_6-22__openapi.yaml,3.x,27,27,ok
S2__tokenjay.app__1.0.0__openapi.yaml,3.x,27,27,ok
S2__tokenmetrics.com__1.0.0__openapi.yaml,3.x,14,14,ok
S2__tradematic.com__1.0.2__swagger.yaml,2.0,66,66,ok
S2__trakt.tv__1.0.0__openapi.yaml,3.x,183,183,ok
S2__transitfeeds.com__1.0.0__swagger.yaml,2.0,4,4,ok
S2__truesight.local__11.1.00__openapi.yaml,3.x,23,23,ok
S2__truora.com__1.0.0__openapi.yaml,3.x,25,25,ok
S2__tsapi.net__v1__openapi.yaml,3.x,3,3,ok
S2__turbinelabs.io__1.0__swagger.yaml,2.0,44,44,ok
S2__tvmaze.com__1.0__openapi.yaml,3.x,42,42,ok
S2__twilio.com__api__1.55.0__openapi.yaml,3.x,194,194,ok
S2__twilio.com__twilio_accounts_v1__1.55.0__openapi.yaml,3.x,16,16,ok
S2__twilio.com__twilio_autopilot_v1__1.53.0__openapi.yaml,3.x,52,52,ok
S2__twilio.com__twilio_bulkexports_v1__1.55.0__openapi.yaml,3.x,9,9,ok
S2__twilio.com__twilio_chat_v1__1.55.0__openapi.yaml,3.x,40,40,ok
S2__twilio.com__twilio_content_v1__1.55.0__openapi.yaml,3.x,6,6,ok
S2__twilio.com__twilio_conversations_v1__1.55.0__openapi.yaml,3.x,101,101,ok
S2__twilio.com__twilio_events_v1__1.55.0__openapi.yaml,3.x,22,22,ok
S2__twilio.com__twilio_fax_v1__1.29.1__openapi.yaml,3.x,6,6,ok
S2__twilio.com__twilio_flex_v1__1.55.0__openapi.yaml,3.x,50,50,ok
S2__twilio.com__twilio_insights_v1__1.55.0__openapi.yaml,3.x,17,17,ok
S2__twilio.com__twilio_intelligence_v2__1.55.0__openapi.yaml,3.x,13,13,ok
S2__twilio.com__twilio_ip_messaging_v1__1.55.0__openapi.yaml,3.x,40,40,ok
S2__twilio.com__twilio_media_v1__1.55.0__openapi.yaml,3.x,13,13,ok
S2__twilio.com__twilio_messaging_v1__1.55.0__openapi.yaml,3.x,50,50,ok
S2__twilio.com__twilio_microvisor_v1__1.55.0__openapi.yaml,3.x,27,27,ok
S2__twilio.com__twilio_monitor_v1__1.55.0__openapi.yaml,3.x,4,4,ok
S2__twilio.com__twilio_notify_v1__1.55.0__openapi.yaml,3.x,15,15,ok
S2__twilio.com__twilio_numbers_v1__1.55.0__openapi.yaml,3.x,5,5,ok
S2__twilio.com__twilio_oauth_v1__1.53.0__openapi.yaml,3.x,5,5,ok
S2__twilio.com__twilio_preview__1.55.0__openapi.yaml,3.x,99,99,ok
S2__twilio.com__twilio_pricing_v1__1.55.0__openapi.yaml,3.x,7,7,ok
S2__twilio.com__twilio_proxy_v1__1.55.0__openapi.yaml,3.x,30,30,ok
S2__twilio.com__twilio_routes_v2__1.55.0__openapi.yaml,3.x,6,6,ok
S2__twilio.com__twilio_serverless_v1__1.55.0__openapi.yaml,3.x,39,39,ok
S2__twilio.com__twilio_studio_v1__1.55.0__openapi.yaml,3.x,20,20,ok
S2__twilio.com__twilio_supersim_v1__1.55.0__openapi.yaml,3.x,31,31,ok
S2__twilio.com__twilio_sync_v1__1.55.0__openapi.yaml,3.x,48,48,ok
S2__twilio.com__twilio_taskrouter_v1__1.55.0__openapi.yaml,3.x,60,60,ok
S2__twilio.com__twilio_trunking_v1__1.55.0__openapi.yaml,3.x,24,24,ok
S2__twilio.com__twilio_trusthub_v1__1.55.0__openapi.yaml,3.x,52,52,ok
S2__twilio.com__twilio_verify_v2__1.55.0__openapi.yaml,3.x,53,53,ok
S2__twilio.com__twilio_video_v1__1.55.0__openapi.yaml,3.x,35,35,ok
S2__twilio.com__twilio_voice_v1__1.55.0__openapi.yaml,3.x,32,32,ok
