clean_file,spec_version,n_ops_original,n_ops_converted,status
S1__googleapis.com-replicapoolupdater-v1beta1-swagger.yaml,3.x,10,10,ok
S1__googleapis.com-reseller-v1-swagger.yaml,3.x,17,17,ok
S1__googleapis.com-resourceviews-v1beta1-swagger.yaml,3.x,14,14,ok
S1__googleapis.com-resourceviews-v1beta2-swagger.yaml,3.x,11,11,ok
S1__googleapis.com-run-v1alpha1-swagger.yaml,3.x,37,37,ok
S1__googleapis.com-runtimeconfig-v1beta1-swagger.yaml,3.x,13,13,ok
S1__googleapis.com-safebrowsing-v4-swagger.yaml,3.x,7,7,ok
S1__googleapis.com-script-v1-swagger.yaml,3.x,16,16,ok
S1__googleapis.com-securitycenter-v1p1alpha1-swagger.yaml,3.x,3,3,ok
S1__googleapis.com-servicebroker-v1alpha1-swagger.yaml,3.x,14,14,ok
S1__googleapis.com-serviceconsumermanagement-v1-swagger.yaml,3.x,12,12,ok
S1__googleapis.com-servicecontrol-v1-swagger.yaml,3.x,3,3,ok
S1__googleapis.com-servicemanagement-v1-swagger.yaml,3.x,21,21,ok
S1__googleapis.com-servicenetworking-v1-swagger.yaml,3.x,8,8,ok
S1__googleapis.com-serviceusage-v1beta1-swagger.yaml,3.x,6,6,ok
S1__googleapis.com-serviceuser-v1-swagger.yaml,3.x,4,4,ok
S1__googleapis.com-sheets-v4-swagger.yaml,3.x,17,17,ok
S1__googleapis.com-siteVerification-v1-swagger.yaml,3.x,7,7,ok
S1__googleapis.com-slides-v1-swagger.yaml,3.x,5,5,ok
S1__googleapis.com-sourcerepo-v1-swagger.yaml,3.x,11,11,ok
S1__googleapis.com-spanner-v1-swagger.yaml,3.x,28,28,ok
S1__googleapis.com-spectrum-v1explorer-swagger.yaml,3.x,6,6,ok
S1__googleapis.com-speech-v1beta1-swagger.yaml,3.x,3,3,ok
S1__googleapis.com-speech-v1p1beta1-swagger.yaml,3.x,6,6,ok
S1__googleapis.com-sqladmin-v1beta3-swagger.yaml,3.x,24,24,ok
S1__googleapis.com-sqladmin-v1beta4-swagger.yaml,3.x,44,44,ok
S1__googleapis.com-storage-v1-swagger.yaml,3.x,52,52,ok
S1__googleapis.com-storage-v1beta2-swagger.yaml,3.x,34,34,ok
S1__googleapis.com-storagetransfer-v1-swagger.yaml,3.x,10,10,ok
S1__googleapis.com-streetviewpublish-v1-swagger.yaml,3.x,9,9,ok
S1__googleapis.com-surveys-v2-swagger.yaml,3.x,8,8,ok
S1__googleapis.com-tagmanager-v1-swagger.yaml,3.x,49,49,ok
S1__googleapis.com-taskqueue-v1beta2-swagger.yaml,3.x,8,8,ok
S1__googleapis.com-tasks-v1-swagger.yaml,3.x,14,14,ok
S1__googleapis.com-testing-v1-swagger.yaml,3.x,5,5,ok
S1__googleapis.com-toolresults-v1beta3-swagger.yaml,3.x,26,26,ok
S1__googleapis.com-toolresults-v1beta3firstparty-swagger.yaml,3.x,24,24,ok
S1__googleapis.com-tpu-v1alpha1-swagger.yaml,3.x,12,12,ok
S1__googleapis.com-tracing-v2-swagger.yaml,3.x,4,4,ok
S1__googleapis.com-translate-v2-swagger.yaml,3.x,5,5,ok
S1__googleapis.com-translate-v3beta1-swagger.yaml,3.x,12,12,ok
S1__googleapis.com-urlshortener-v1-swagger.yaml,3.x,3,3,ok
S1__googleapis.com-vault-v1-swagger.yaml,3.x,28,28,ok
S1__googleapis.com-videointelligence-v1-swagger.yaml,3.x,8,8,ok
S1__googleapis.com-vision-v1p2beta1-swagger.yaml,3.x,8,8,ok
S1__googleapis.com-webmasters-v3-swagger.yaml,3.x,9,9,ok
S1__googleapis.com-websecurityscanner-v1-swagger.yaml,3.x,11,11,ok
S1__googleapis.com-youtube-v3-swagger.yaml,3.x,73,73,ok
S1__googleapis.com-youtubeAnalytics-v1beta1-swagger.yaml,3.x,8,8,ok
S1__googleapis.com-youtubeAnalytics-v2-swagger.yaml,3.x,8,8,ok
S1__googleapis.com-youtubereporting-v1-swagger.yaml,3.x,8,8,ok
S1__gov.bc.ca-bcdc-3.0.1-openapi.yaml,3.x,22,22,ok
S1__gov.bc.ca-bcgnws-3.x.x-openapi.yaml,3.x,14,14,ok
S1__gov.bc.ca-geocoder-2.0.0-openapi.yaml,3.x,16,16,ok
S1__gov.bc.ca-geomark-4.1.2-openapi.yaml,3.x,7,7,ok
S1__gov.bc.ca-gwells-v1-openapi.yaml,3.x,24,24,ok
S1__gov.bc.ca-jobposting-1.0.0-openapi.yaml,3.x,5,5,ok
S1__gov.bc.ca-news-1.0-openapi.yaml,3.x,27,27,ok
S1__gov.bc.ca-open511-1.0.0-openapi.yaml,3.x,4,4,ok
S1__gov.bc.ca-router-2.0.0-openapi.yaml,3.x,24,24,ok
S1__greenpeace.org-1.0.0-swagger.yaml,3.x,6,6,ok
S1__gsa.gov-0.1-swagger.yaml,3.x,5,5,ok
S1__hackathonwatch.com-0.1-swagger.yaml,3.x,4,4,ok
S1__haloapi.com-metadata-1.0-swagger.yaml,3.x,37,37,ok
S1__haloapi.com-profile-1.0-swagger.yaml,3.x,3,3,ok
S1__haloapi.com-stats-1.0-swagger.yaml,3.x,28,28,ok
S1__haloapi.com-ugc-1.0-swagger.yaml,3.x,4,4,ok
S1__handwrytten.com-1.0.0-swagger.yaml,3.x,30,30,ok
S1__healthcare.gov-1.0.0-swagger.yaml,3.x,16,16,ok
S1__here.com-tracking-2.0.0-swagger.yaml,3.x,57,57,ok
S1__hetras-certification.net-booking-v0-swagger.yaml,3.x,19,19,ok
S1__hetras-certification.net-hotel-v0-swagger.yaml,3.x,21,21,ok
S1__hhs.gov-2-swagger.yaml,3.x,32,32,ok
S1__highwaysengland.co.uk-v1-swagger.yaml,3.x,10,10,ok
S1__hillbillysoftware.com-shinobi-v1-swagger.yaml,3.x,58,58,ok
S1__hsbc.com-1.0.0-swagger.yaml,3.x,19,19,ok
S1__icons8.com-1.0.0-swagger.yaml,3.x,8,8,ok
S1__idtbeyond.com-1.1.7-swagger.yaml,3.x,14,14,ok
S1__ijenko.net-3.0.0-swagger.yaml,3.x,67,67,ok
S1__illumidesk.com-1.0-swagger.yaml,3.x,143,143,ok
S1__import.io-schedule-1.0-swagger.yaml,3.x,4,4,ok
S1__inboxroute.com-0.9-swagger.yaml,3.x,8,8,ok
S1__infermedica.com-v2-swagger.yaml,3.x,16,16,ok
S1__instagram.com-1.0.0-swagger.yaml,3.x,27,27,ok
S1__instawell.com-1.0-swagger.yaml,3.x,8,8,ok
S1__iqualify.com-v1-swagger.yaml,3.x,64,64,ok
S1__isbndb.com-1.0.1-swagger.yaml,3.x,10,10,ok
S1__isendpro.com-1.1.1-swagger.yaml,3.x,14,14,ok
S1__iva-api.com-2.0-swagger.yaml,3.x,153,153,ok
S1__je-apis.com-2.0.0.0-swagger.yaml,3.x,70,70,ok
S1__jira.local-1.0.0-swagger.yaml,3.x,324,324,ok
S1__jirafe.com-2.0.0-swagger.yaml,3.x,6,6,ok
S1__jokes.one-1.1-swagger.yaml,3.x,12,12,ok
S1__jumpseller.com-1-swagger.yaml,3.x,104,104,ok
S1__just-eat.co.uk-v1-swagger.yaml,3.x,11,11,ok
S1__keyserv.solutions-1.2.5-swagger.yaml,3.x,24,24,ok
S1__kubernetes.io-v1.17.0-swagger.yaml,3.x,1113,1113,ok
S1__launchdarkly.com-2.0.5-swagger.yaml,3.x,46,46,ok
S1__learnifier.com-1.1.0-swagger.yaml,3.x,34,34,ok
S1__letmc.com-basic-tier-v2-basic-tier-swagger.yaml,3.x,45,45,ok
S1__letmc.com-customer-v2-customer-swagger.yaml,3.x,23,23,ok
S1__letmc.com-diary-v3-diary-swagger.yaml,3.x,8,8,ok
S1__letmc.com-free-tier-v2-free-tier-swagger.yaml,3.x,43,43,ok
S1__letmc.com-reporting-v3-reporting-swagger.yaml,3.x,4,4,ok
S1__link.fish-2018-07-05-swagger.yaml,3.x,8,8,ok
S1__listennotes.com-2.0-openapi.yaml,3.x,16,16,ok
S1__lotadata.com-2.0.0-swagger.yaml,3.x,4,4,ok
S1__lufthansa.com-partner-1.0-swagger.yaml,3.x,16,16,ok
S1__lufthansa.com-public-1.0-swagger.yaml,3.x,15,15,ok
S1__lumminary.com-1.0-swagger.yaml,3.x,17,17,ok
S1__lyft.com-1.0.0-swagger.yaml,3.x,16,16,ok
S1__magento.com-2.1-swagger.yaml,3.x,355,355,ok
S1__magick.nu-1.0-swagger.yaml,3.x,8,8,ok
S1__maif.local-otoroshi-1.1.2-swagger.yaml,3.x,52,52,ok
S1__mandrillapp.com-1.0-swagger.yaml,3.x,90,90,ok
S1__mashape.com-geodb-1.0.0-swagger.yaml,3.x,24,24,ok
S1__math.tools-1.5-openapi.yaml,3.x,26,26,ok
S1__mcw.edu-1.1-swagger.yaml,3.x,92,92,ok
S1__medium.com-1.0.0-swagger.yaml,3.x,5,5,ok
S1__mercedes-benz.com-configurator-1.0-swagger.yaml,3.x,24,24,ok
S1__mercedes-benz.com-dealer-1.0-swagger.yaml,3.x,3,3,ok
S1__mercedes-benz.com-diagnostics-1.0-swagger.yaml,3.x,4,4,ok
S1__mercedes-benz.com-image-1.0-swagger.yaml,3.x,8,8,ok
S1__miataru.com-1.0.0-swagger.yaml,3.x,5,5,ok
S1__microsoft.com-cognitiveservices-ComputerVision-2.1-swagger.yaml,3.x,9,9,ok
S1__microsoft.com-cognitiveservices-ImageSearch-1.0-swagger.yaml,3.x,3,3,ok
S1__microsoft.com-cognitiveservices-NewsSearch-1.0-swagger.yaml,3.x,3,3,ok
S1__microsoft.com-cognitiveservices-Prediction-1.1-swagger.yaml,3.x,4,4,ok
S1__microsoft.com-cognitiveservices-Prediction-3.0-swagger.yaml,3.x,8,8,ok
S1__microsoft.com-cognitiveservices-Training-2.1-swagger.yaml,3.x,41,41,ok
S1__microsoft.com-cognitiveservices-Training-3.1-swagger.yaml,3.x,46,46,ok
S1__microsoft.com-cognitiveservices-VideoSearch-1.0-swagger.yaml,3.x,3,3,ok
S1__motaword.com-1.0-swagger.yaml,3.x,47,47,ok
S1__mozilla.com-kinto-1.22-swagger.yaml,3.x,19,19,ok
S1__musixmatch.com-1.1.0-swagger.yaml,3.x,16,16,ok
S1__n-auth.com-0.0.3-swagger.yaml,3.x,17,17,ok
S1__namsor.com-2.0.5-openapi.yaml,3.x,81,81,ok
S1__nativeads.com-1.0.0-swagger.yaml,3.x,4,4,ok
S1__naviplancentral.com-factfinder-v1-swagger.yaml,3.x,151,151,ok
S1__naviplancentral.com-plan-v1-swagger.yaml,3.x,64,64,ok
S1__nba.com-1.0.0-swagger.yaml,3.x,91,91,ok
S1__nebl.io-1.2.1-swagger.yaml,3.x,49,49,ok
S1__neowsapp.com-1.0-swagger.yaml,3.x,7,7,ok
S1__netatmo.net-1.1.1-swagger.yaml,3.x,20,20,ok
S1__netlicensing.io-2.x-swagger.yaml,3.x,40,40,ok
S1__netlify.com-0.1.0-swagger.yaml,3.x,75,75,ok
S1__neutrinoapi.com-3.3.5-swagger.yaml,3.x,26,26,ok
S1__nexmo.com-account-1.0.0-openapi.yaml,3.x,7,7,ok
S1__nexmo.com-application-1.0.2-openapi.yaml,3.x,5,5,ok
S1__nexmo.com-external-accounts-0.1.1-openapi.yaml,3.x,9,9,ok
S1__nexmo.com-media-1.0.0-openapi.yaml,3.x,4,4,ok
S1__nexmo.com-messages-1.0.2-openapi.yaml,3.x,3,3,ok
S1__nexmo.com-number-insight-1.0.4-openapi.yaml,3.x,4,4,ok
S1__nexmo.com-numbers-1.0.10-openapi.yaml,3.x,5,5,ok
S1__nexmo.com-stitch-1.6.0-openapi.yaml,3.x,22,22,ok
S1__nexmo.com-subaccounts-1.0.2-openapi.yaml,3.x,8,8,ok
S1__nexmo.com-verify-1.0.6-openapi.yaml,3.x,4,4,ok
S1__nexmo.com-voice-1.2.0-openapi.yaml,3.x,9,9,ok
S1__nfusionsolutions.biz-1-swagger.yaml,3.x,17,17,ok
S1__noosh.com-1.0-swagger.yaml,3.x,63,63,ok
S1__npr.org-authorization-2-swagger.yaml,3.x,4,4,ok
S1__npr.org-identity-2-swagger.yaml,3.x,4,4,ok
S1__npr.org-listening-2-swagger.yaml,3.x,9,9,ok
S1__nrel.gov-transportation-incentives-laws-0.1.0-swagger.yaml,3.x,4,4,ok
S1__nsidc.org-1.0.0-swagger.yaml,3.x,4,4,ok
S1__nytimes.com-books_api-3.0.0-swagger.yaml,3.x,6,6,ok
S1__nytimes.com-movie_reviews-2.0.0-swagger.yaml,3.x,3,3,ok
S1__nytimes.com-timeswire-3.0.0-swagger.yaml,3.x,3,3,ok
S1__o2.cz-sociodemo-1.2.0-swagger.yaml,3.x,3,3,ok
S1__obono.at-1.4.0.0-swagger.yaml,3.x,18,18,ok
S1__oceandrivers.com-1.0-swagger.yaml,3.x,10,10,ok
S1__openalpr.com-2.0.1-swagger.yaml,3.x,4,4,ok
S1__openapi-converter.herokuapp.com-1.0.0-swagger.yaml,3.x,5,5,ok
S1__openapi.space-1.0.0-swagger.yaml,3.x,15,15,ok
S1__opendatanetwork.com-1.0.0-swagger.yaml,3.x,9,9,ok
S1__opendatasoft.com-2.1.0-swagger.yaml,3.x,34,34,ok
S1__openfintech.io-2017-08-24-swagger.yaml,3.x,18,18,ok
S1__openlinksw.com-osdb-1.0.0-openapi.yaml,3.x,10,10,ok
S1__openstf.io-2.3.0-swagger.yaml,3.x,10,10,ok
S1__opentargets.io-19.02.1-swagger.yaml,3.x,31,31,ok
S1__opentrials.local-0.0.1-swagger.yaml,3.x,17,17,ok
S1__opto22.com-groov-R3.3a-swagger.yaml,3.x,8,8,ok
S1__opto22.com-pac-R1.0a-swagger.yaml,3.x,55,55,ok
S1__orghunter.com-1.0.0-swagger.yaml,3.x,6,6,ok
S1__ornl.gov-daymet-1.0.2-swagger.yaml,3.x,4,4,ok
S1__osf.io-2.0-swagger.yaml,3.x,153,153,ok
S1__osisoft.com-1.11.1.5383-swagger.yaml,3.x,413,413,ok
S1__owler.com-1.0.0-swagger.yaml,3.x,13,13,ok
S1__pandorabots.com-1.0.0-swagger.yaml,3.x,13,13,ok
S1__patientview.org-1.0-swagger.yaml,3.x,15,15,ok
S1__patrowl.local-1.0.0-openapi.yaml,3.x,12,12,ok
S1__payments.service.gov.uk-payments-1.0.3-swagger.yaml,3.x,16,16,ok
S1__payrun.io-19.20.3.207-swagger.yaml,3.x,298,298,ok
S1__peel-ci.com-1.0.0-swagger.yaml,3.x,4,4,ok
S1__personio.de-personnel-1.0-swagger.yaml,3.x,13,13,ok
S1__pims.io-1.0-swagger.yaml,3.x,28,28,ok
S1__polygon.io-1.0.0-swagger.yaml,3.x,10,10,ok
S1__postmarkapp.com-account-0.9.0-swagger.yaml,3.x,23,23,ok
S1__postmarkapp.com-server-1.0.0-swagger.yaml,3.x,49,49,ok
S1__posty-api.herokuapp.com-v1-swagger.yaml,3.x,28,28,ok
S1__ptv.vic.gov.au-v3-swagger.yaml,3.x,25,25,ok
S1__qualpay.com-1.7.0-swagger.yaml,3.x,16,16,ok
S1__quotes.rest-2.1-swagger.yaml,3.x,22,22,ok
S1__rapidapi.com-football-prediction-2-openapi.yaml,3.x,5,5,ok
S1__rbaskets.in-1.0.0-swagger.yaml,3.x,20,20,ok
S1__rebilly.com-2.1-swagger.yaml,3.x,149,149,ok
S1__receptive.io-1.0.0-swagger.yaml,3.x,28,28,ok
S1__redirection.io-1.1.0-swagger.yaml,3.x,89,89,ok
S1__refugerestrooms.org-0.0.1-swagger.yaml,3.x,4,4,ok
S1__reloadly.com-1.0.0-swagger.yaml,3.x,14,14,ok
S1__reverb.com-3.0-swagger.yaml,3.x,162,162,ok
S1__ritc.io-1.0.0-swagger.yaml,3.x,66,66,ok
S1__ritekit.com-1.0.0-swagger.yaml,3.x,13,13,ok
S1__roaring.io-1.0-swagger.yaml,3.x,11,11,ok
S1__rottentomatoes.com-1.0-swagger.yaml,3.x,18,18,ok
S1__rummblelabs.com-1.0.0-swagger.yaml,3.x,15,15,ok
S1__runscope.com-1.0.0-swagger.yaml,3.x,29,29,ok
S1__salesloft.com-v2-swagger.yaml,3.x,60,60,ok
S1__schooldigger.com-v1-swagger.yaml,3.x,6,6,ok
S1__scrapewebsite.email-0.1-swagger.yaml,3.x,3,3,ok
S1__semantria.com-4.0-swagger.yaml,3.x,41,41,ok
S1__setlist.fm-1.0-swagger.yaml,3.x,15,15,ok
S1__sheerseo.com-0.0.1-swagger.yaml,3.x,4,4,ok
S1__sheetlabs.com-rig-veda-1.1-swagger.yaml,3.x,7,7,ok
S1__sheetlabs.com-vedic-society-1.1-swagger.yaml,3.x,4,4,ok
S1__skynewz-api-fortnite.herokuapp.com-3.1.5-swagger.yaml,3.x,9,9,ok
S1__slicebox.local-2.0-swagger.yaml,3.x,118,118,ok
S1__slideroom.com-v2-swagger.yaml,3.x,11,11,ok
S1__smart-me.com-v1-swagger.yaml,3.x,42,42,ok
S1__solarvps.com-1.0.0-swagger.yaml,3.x,20,20,ok
S1__sonar.trading-1.0-swagger.yaml,3.x,4,4,ok
S1__spinbot.net-1.0-swagger.yaml,3.x,4,4,ok
S1__spinitron.com-1.0.0-swagger.yaml,3.x,9,9,ok
S1__sportsdata.io-cbb-v3-scores-1.0-swagger.yaml,3.x,13,13,ok
S1__sportsdata.io-cbb-v3-stats-1.0-swagger.yaml,3.x,23,23,ok
S1__sportsdata.io-cfb-v3-scores-1.0-swagger.yaml,3.x,13,13,ok
S1__sportsdata.io-csgo-v3-scores-1.0-swagger.yaml,3.x,16,16,ok
S1__sportsdata.io-csgo-v3-stats-1.0-swagger.yaml,3.x,18,18,ok
S1__sportsdata.io-golf-v2-1.0-swagger.yaml,3.x,14,14,ok
S1__sportsdata.io-lol-v3-scores-1.0-swagger.yaml,3.x,16,16,ok
S1__sportsdata.io-lol-v3-stats-1.0-swagger.yaml,3.x,21,21,ok
S1__sportsdata.io-mlb-v3-projections-1.0-swagger.yaml,3.x,4,4,ok
S1__sportsdata.io-mlb-v3-rotoballer-articles-1.0-swagger.yaml,3.x,3,3,ok
S1__sportsdata.io-mlb-v3-rotoballer-premium-news-1.0-swagger.yaml,3.x,3,3,ok
S1__sportsdata.io-mlb-v3-scores-1.0-swagger.yaml,3.x,17,17,ok
S1__sportsdata.io-mlb-v3-stats-1.0-swagger.yaml,3.x,32,32,ok
S1__sportsdata.io-nascar-v2-1.0-swagger.yaml,3.x,6,6,ok
S1__sportsdata.io-nba-v3-projections-1.0-swagger.yaml,3.x,6,6,ok
S1__sportsdata.io-nba-v3-rotoballer-articles-1.0-swagger.yaml,3.x,3,3,ok
S1__sportsdata.io-nba-v3-rotoballer-premium-news-1.0-swagger.yaml,3.x,3,3,ok
S1__sportsdata.io-nba-v3-scores-1.0-swagger.yaml,3.x,16,16,ok
S1__sportsdata.io-nba-v3-stats-1.0-swagger.yaml,3.x,28,28,ok
S1__sportsdata.io-nfl-v3-play-by-play-1.0-swagger.yaml,3.x,3,3,ok
S1__sportsdata.io-nfl-v3-projections-1.0-swagger.yaml,3.x,13,13,ok
S1__sportsdata.io-nfl-v3-rotoballer-articles-1.0-swagger.yaml,3.x,3,3,ok
S1__sportsdata.io-nfl-v3-rotoballer-premium-news-1.0-swagger.yaml,3.x,4,4,ok
S1__sportsdata.io-nfl-v3-scores-1.0-swagger.yaml,3.x,32,32,ok
S1__sportsdata.io-nfl-v3-stats-1.0-swagger.yaml,3.x,73,73,ok
S1__sportsdata.io-nhl-v3-projections-1.0-swagger.yaml,3.x,3,3,ok
S1__sportsdata.io-nhl-v3-scores-1.0-swagger.yaml,3.x,17,17,ok
S1__sportsdata.io-nhl-v3-stats-1.0-swagger.yaml,3.x,28,28,ok
S1__sportsdata.io-soccer-v3-projections-1.0-swagger.yaml,3.x,3,3,ok
S1__sportsdata.io-soccer-v3-scores-1.0-swagger.yaml,3.x,23,23,ok
S1__sportsdata.io-soccer-v3-stats-1.0-swagger.yaml,3.x,33,33,ok
S1__spotify.com-v1-swagger.yaml,3.x,37,37,ok
S1__squareup.com-2.0-swagger.yaml,3.x,96,96,ok
S1__stackexchange.com-2.0-swagger.yaml,3.x,124,124,ok
S1__staging-ecotaco.com-1.0.0-swagger.yaml,3.x,27,27,ok
S1__statsocial.com-1.0.0-swagger.yaml,3.x,17,17,ok
S1__storecove.com-2.0.1-swagger.yaml,3.x,21,21,ok
S1__stripe.com-2019-09-09-swagger.yaml,3.x,348,348,ok
S1__surrey.ca-open511-0.1-swagger.yaml,3.x,4,4,ok
S1__swagger.io-generator-2.4.8-swagger.yaml,3.x,7,7,ok
S1__swaggerhub.com-1.0.47-swagger.yaml,3.x,24,24,ok
S1__synq.fm-1.9.1-swagger.yaml,3.x,7,7,ok
S1__taggun.io-1.2.221-swagger.yaml,3.x,10,10,ok
S1__taxamo.com-1-swagger.yaml,3.x,36,36,ok
S1__taxrates.io-3.0-swagger.yaml,3.x,4,4,ok
S1__tfl.gov.uk-v1-swagger.yaml,3.x,85,85,ok
S1__thenounproject.com-1.0.0-swagger.yaml,3.x,13,13,ok
S1__thesmsworks.co.uk-1.3.0-swagger.yaml,3.x,15,15,ok
S1__thetvdb.com-2.2.0-swagger.yaml,3.x,29,29,ok
S1__tomtom.com-maps-1.0.0-openapi.yaml,3.x,10,10,ok
S1__tomtom.com-routing-1.0.0-openapi.yaml,3.x,4,4,ok
S1__tomtom.com-search-1.0.0-openapi.yaml,3.x,19,19,ok
S1__traccar.org-4.6-swagger.yaml,3.x,61,61,ok
S1__transavia.com-1.0-swagger.yaml,3.x,5,5,ok
S1__transitfeeds.com-1.0.0-swagger.yaml,3.x,4,4,ok
S1__trashnothing.com-1.0.0-swagger.yaml,3.x,56,56,ok
S1__trello.com-1.0-swagger.yaml,3.x,324,324,ok
S1__turbinelabs.io-1.0-swagger.yaml,3.x,44,44,ok
S1__tvmaze.com-1.0-swagger.yaml,3.x,35,35,ok
S1__twilio.com-2010-04-01-swagger.yaml,3.x,116,116,ok
S1__twinehealth.com-v7.78.1-swagger.yaml,3.x,62,62,ok
S1__twitter.com-labs-1.5-openapi.yaml,3.x,6,6,ok
S1__twitter.com-legacy-1.1-swagger.yaml,3.x,83,83,ok
S1__tyk.com-1.9-swagger.yaml,3.x,18,18,ok
S1__uebermaps.com-2.0-swagger.yaml,3.x,56,56,ok
S1__vatapi.com-1-swagger.yaml,3.x,11,11,ok
S1__versioneye.com-2.0-swagger.yaml,3.x,46,46,ok
S1__vestorly.com-1.0.0-swagger.yaml,3.x,51,51,ok
S1__victorops.com-0.0.3-swagger.yaml,3.x,72,72,ok
S1__vimeo.com-3.4-openapi.yaml,3.x,326,326,ok
S1__visagecloud.com-1.1-swagger.yaml,3.x,52,52,ok
S1__visiblethread.com-1.0-swagger.yaml,3.x,12,12,ok
S1__vocadb.net-v1-swagger.yaml,3.x,117,117,ok
S1__vonage.com-account-1.11.7-openapi.yaml,3.x,3,3,ok
S1__vonage.com-vgis-1.0.1-openapi.yaml,3.x,20,20,ok
S1__voodoomfg.com-2.0.0-swagger.yaml,3.x,11,11,ok
S1__waag.org-v1-swagger.yaml,3.x,47,47,ok
S1__walmart.com-inventory-3.0.1-swagger.yaml,3.x,4,4,ok
S1__walmart.com-item-3.0.1-swagger.yaml,3.x,6,6,ok
S1__walmart.com-order-3.0.1-swagger.yaml,3.x,9,9,ok
S1__warwick.ac.uk-enterobase-v2.0-swagger.yaml,3.x,26,26,ok
S1__watchful.li-1.0.0-swagger.yaml,3.x,59,59,ok
S1__waterlinked.com-1.0.0-swagger.yaml,3.x,27,27,ok
S1__wavecell.com-v1-swagger.yaml,3.x,4,4,ok
S1__wealthport.com-1.0-swagger.yaml,3.x,26,26,ok
S1__weatherbit.io-2.0.0-swagger.yaml,3.x,64,64,ok
S1__weber-gesamtausgabe.de-1.0.0-swagger.yaml,3.x,8,8,ok
S1__wedpax.com-v1-swagger.yaml,3.x,66,66,ok
S1__whapi.com-accounts-2.0.0-swagger.yaml,3.x,9,9,ok
S1__whapi.com-bets-2.0.0-swagger.yaml,3.x,6,6,ok
S1__whapi.com-locations-2.0-swagger.yaml,3.x,5,5,ok
S1__whapi.com-sessions-2.0.0-swagger.yaml,3.x,4,4,ok
S1__whapi.com-sportsdata-2-swagger.yaml,3.x,15,15,ok
S1__whatsapp.local-1.0-openapi.yaml,3.x,53,53,ok
S1__wikimedia.org-1.0.0-swagger.yaml,3.x,35,35,ok
S1__windows.net-batch-BatchService-2018-08-01.7.0-swagger.yaml,3.x,73,73,ok
S1__windows.net-graphrbac-1.6-swagger.yaml,3.x,52,52,ok
S1__winsms.co.za-1.0.0-swagger.yaml,3.x,10,10,ok
S1__wmata.com-bus-route-1.0-swagger.yaml,3.x,12,12,ok
S1__wmata.com-incidents-1.0-swagger.yaml,3.x,6,6,ok
S1__wmata.com-rail-station-1.0-swagger.yaml,3.x,16,16,ok
S1__wordnik.com-4.0-swagger.yaml,3.x,28,28,ok
S1__wowza.com-1-swagger.yaml,3.x,104,104,ok
S1__xero.com-2.0-swagger.yaml,3.x,151,151,ok
S1__youneedabudget.com-1.0.0-swagger.yaml,3.x,28,28,ok
S1__yunbi.com-v2-swagger.yaml,3.x,22,22,ok
S1__zappiti.com-4.15.174-swagger.yaml,3.x,7,7,ok
S1__zoom.us-2.0.0-swagger.yaml,3.x,114,114,ok
S1__zoomconnect.com-1-swagger.yaml,3.x,54,54,ok
S1__zuora.com-2019-09-19-swagger.yaml,3.x,382,382,ok
S2__1password.com__events__1.2.0__openapi.yaml,3.x,5,5,ok
S2__1password.local__connect__1.5.7__openapi.yaml,3.x,13,13,ok
S2__6-dot-authentiqio.appspot.com__6__openapi.yaml,3.x,12,12,ok
S2__ably.io__platform__1.1.0__openapi.yaml,3.x,22,22,ok
S2__ably.net__control__1.0.14__openapi.yaml,3.x,22,22,ok
S2__ably.net__control__v1__openapi.yaml,3.x,22,22,ok
S2__adafruit.com__2.0.0__swagger.yaml,2.0,71,71,ok
S2__adobe.com__aem__3.7.1-pre.0__openapi.yaml,3.x,48,48,ok
S2__adyen.com__AccountService__6__openapi.yaml,3.x,20,20,ok
S2__adyen.com__BalancePlatformService__2__openapi.yaml,3.x,42,42,ok
S2__adyen.com__DisputeService-v30__30__openapi.yaml,3.x,5,5,ok
S2__adyen.com__FundService__6__openapi.yaml,3.x,8,8,ok
S2__adyen.com__GrantService-v3__3__openapi.yaml,3.x,3,3,ok
S2__adyen.com__LegalEntityService__3__openapi.yaml,3.x,29,29,ok
S2__adyen.com__ManagementService-v3__3__openapi.yaml,3.x,132,132,ok
S2__adyen.com__NotificationConfigurationService__6__openapi.yaml,3.x,6,6,ok
S2__adyen.com__PayoutService__68__openapi.yaml,3.x,6,6,ok
S2__adyen.com__RecurringService__68__openapi.yaml,3.x,6,6,ok
S2__adyen.com__StoredValueService__46__openapi.yaml,3.x,6,6,ok
S2__adyen.com__TerminalAPI-v1__1__openapi.yaml,3.x,18,18,ok
S2__adyen.com__TfmAPIService__1__openapi.yaml,3.x,5,5,ok
S2__adyen.com__TransferService-v4__4__openapi.yaml,3.x,7,7,ok
S2__afterbanks.com__3.0.0__swagger.yaml,2.0,3,3,ok
S2__airbyte.local__config__1.0.0__openapi.yaml,3.x,102,102,ok
S2__alertersystem.com__1.7.0__openapi.yaml,3.x,500,500,ok
S2__amadeus.com__amadeus-points-of-interest__1.1.1__swagger.yaml,2.0,3,3,ok
S2__amadeus.com__amadeus-safe-place-__1.0.0__swagger.yaml,2.0,3,3,ok
S2__amadeus.com__amadeus-tours-and-activities__1.0.2__swagger.yaml,2.0,3,3,ok
S2__amazonaws.com__accessanalyzer__2019-11-01__openapi.yaml,3.x,28,28,ok
S2__amazonaws.com__account__2021-02-01__openapi.yaml,3.x,9,9,ok
